id,company_name,company_type,hq_city,hq_province,regions_served,primary_services,client_types,evidence_links,summary,fit_rationale,drone_lidar_fit_signals,contacts,public_email,public_phone,contact_form_url,outreach_angle,fit_score,confidence_score,pipeline_stage,notes,last_verified_date
sc3d-pixomondo-toronto,Pixomondo Toronto,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://www.pixomondo.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.pixomondo.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-ikea-canada,IKEA Canada,Retail/Showroom,Burlington,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.ikea.com/ca/en/,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.ikea.com/ca/en/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-eq3-toronto,EQ3 Toronto,Retail/Showroom,Toronto,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.eq3.com/ca/en,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.eq3.com/ca/en,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-elte,Elte,Retail/Showroom,Toronto,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.elte.com/,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.elte.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-tepperman-s,Tepperman's,Retail/Showroom,Windsor,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.tepermans.com/,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.tepermans.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-mobilia,Mobilia,Retail/Showroom,Toronto,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://mobilia.ca/,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://mobilia.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-tasco-appliances,Tasco Appliances,Retail/Showroom,Toronto,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.tascoappliance.ca/,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.tascoappliance.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-porsche-centre-oakville,Porsche Centre Oakville,Retail/Showroom,Oakville,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.porschecentreoakville.com/,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.porschecentreoakville.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-pfaff-automotive-partners,Pfaff Automotive Partners,Retail/Showroom,Vaughan,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.pfaffauto.com/,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.pfaffauto.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-roche-bobois-toronto,Roche Bobois Toronto,Retail/Showroom,Toronto,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.roche-bobois.com/en-CA/showrooms/toronto,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.roche-bobois.com/en-CA/showrooms/toronto,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-the-art-shoppe,The Art Shoppe,Retail/Showroom,Toronto,Ontario,Ontario,Showroom tours; Product environment capture; Customer experience marketing; Web embeds,Retailers; Showrooms; Brand teams,https://www.theartshoppe.com/,"Retail/Showroom account target where photorealistic 3D spaces could support showroom tours, product environment capture, customer experience marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include showrooms, customer experience, interactive web embeds.",Showrooms; Customer experience; Interactive web embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.theartshoppe.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,Offer interactive showroom twins that help customers explore the space and product environment before visiting.,84,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-bruce-power,Bruce Power,Industrial/Training,Tiverton,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://www.brucepower.com/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.brucepower.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-ontario-power-generation,Ontario Power Generation,Industrial/Training,Toronto,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://www.opg.com/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.opg.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-stelco,Stelco,Industrial/Training,Hamilton,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://www.stelco.com/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.stelco.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-arcelormittal-dofasco,ArcelorMittal Dofasco,Industrial/Training,Hamilton,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://dofasco.arcelormittal.com/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://dofasco.arcelormittal.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-toyota-motor-manufacturing-canada,Toyota Motor Manufacturing Canada,Industrial/Training,Cambridge,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://tmmc.ca/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://tmmc.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-honda-of-canada-mfg,Honda of Canada Mfg.,Industrial/Training,Alliston,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://www.hondacanadamfg.ca/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.hondacanadamfg.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-magna-international,Magna International,Industrial/Training,Aurora,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://www.magna.com/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.magna.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-linamar,Linamar,Industrial/Training,Guelph,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://www.linamar.com/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.linamar.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-maple-leaf-foods,Maple Leaf Foods,Industrial/Training,Mississauga,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://www.mapleleaffoods.com/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.mapleleaffoods.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-sleeman-breweries,Sleeman Breweries,Industrial/Training,Guelph,Ontario,Ontario,Facility walkthroughs; Training environments; Safety orientation; Operations documentation,Facility owners; Operations teams; Training managers,https://sleemanbreweries.ca/,"Industrial/Training account target where photorealistic 3D spaces could support facility walkthroughs, training environments, safety orientation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include training, operations documentation, restricted or complex spaces.",Training; Operations documentation; Restricted or complex spaces,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://sleemanbreweries.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer digital twins for training, orientation and operational context where repeat site visits are costly or disruptive.",86,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
